1456463990.9030 ,0,0,0
1456463990.9240 ,0,0,0
1456463990.9430 ,0,0,0
1456463990.9630 ,0.089354,-0.165771,-1.038329
1456463990.9830 ,0.094237,-0.161377,-1.029541
1456463991.0030 ,0.046386,-0.144775,-0.998779
1456463991.0230 ,0.046386,-0.144775,-0.998779
1456463991.0440 ,0.035155,-0.191161,-0.980713
1456463991.0640 ,0.020508,-0.192627,-0.977294
1456463991.0830 ,0.052733,-0.193114,-1.019287
1456463991.1030 ,0.085937,-0.110595,-1.008544
1456463991.1230 ,0.070312,-0.123778,-0.997313
1456463991.1430 ,0.058104,-0.149657,-1.023192
1456463991.1640 ,0.052245,-0.177002,-1.027099
1456463991.1840 ,0.068847,-0.190672,-1.019287
1456463991.2030 ,0.141112,-0.056396,-0.894774
1456463991.2230 ,0.05371,-0.111572,-0.894774
1456463991.2430 ,0.033691,-0.201903,-0.955321
1456463991.2630 ,0.113769,-0.190672,-0.990967
1456463991.2830 ,0.109862,-0.156981,-0.968505
1456463991.3030 ,0.037108,-0.164307,-0.974853
1456463991.3230 ,0.02539,-0.172119,-0.998779
1456463991.3430 ,0.055663,-0.172119,-1.027099
1456463991.3630 ,0.037597,-0.210204,-1.022217
1456463991.3830 ,0.001464,-0.222411,-1.014891
1456463991.4030 ,0.005858,-0.201903,-0.986571
1456463991.4230 ,-0.015136,-0.204833,-0.940185
1456463991.4440 ,-0.044432,-0.231201,-0.901122
1456463991.4640 ,-0.038085,-0.246826,-0.925048
1456463991.4840 ,-0.02246,-0.254149,-0.979736
1456463991.5040 ,-0.014159,-0.227782,-1.016845
1456463991.5240 ,0.000487,-0.184326,-1.048582
1456463991.5440 ,0.021483,-0.153076,-1.071533
1456463991.5640 ,0.039062,-0.156006,-1.051025
1456463991.5830 ,0.044432,-0.170165,-1.01245
1456463991.6030 ,0.068847,-0.175536,-0.907958
1456463991.6230 ,0.029784,-0.199462,-0.893798
1456463991.6430 ,0.030761,-0.197998,-0.882079
1456463991.6630 ,0.041015,-0.202881,-0.883545
1456463991.6830 ,0.054199,-0.221435,-0.92163
1456463991.7030 ,0.059081,-0.277098,-0.998779
1456463991.7230 ,0.112792,-0.25122,-1.049071
1456463991.7430 ,0.157225,-0.143797,-1.017332
1456463991.7630 ,0.180174,-0.047118,-1.073486
1456463991.7830 ,0.132324,-0.087646,-1.082275
1456463991.8040 ,0.150879,-0.072509,-1.058838
1456463991.8240 ,0.151366,-0.017822,-0.975342
1456463991.8440 ,0.05664,-0.052489,-0.968993
1456463991.8630 ,-0.018553,-0.115966,-0.958251
1456463991.8830 ,-0.038085,-0.165771,-0.921141
1456463991.9030 ,-0.015136,-0.207275,-0.911865
1456463991.9230 ,0.039062,-0.207763,-0.916259
1456463991.9430 ,-0.00537,-0.058837,-0.922607
1456463991.9630 ,-0.010741,-0.052977,-1.013427
1456463991.9830 ,0.046875,-0.13208,-1.027099
1456463992.0030 ,0.023924,-0.178954,-1.000732
1456463992.0240 ,-0.007324,-0.246337,-0.991454
1456463992.0440 ,0.010741,-0.207275,-1.059813
1456463992.0640 ,0.034667,-0.128172,-1.094482
1456463992.0830 ,0.076659,-0.086669,-1.067626
1456463992.1040 ,0.117187,-0.09204,-1.189209
1456463992.1240 ,0.200195,-0.169676,-1.306883
1456463992.1430 ,0.226074,-0.171142,-1.415771
1456463992.1640 ,0.245604,-0.043701,-1.392334
1456463992.1840 ,0.195799,0.018798,-1.386962
1456463992.2040 ,0.181151,0.024169,-1.327879
1456463992.2240 ,0.175292,0.059326,-1.143798
1456463992.2430 ,0.175292,0.042235,-1.039306
1456463992.2640 ,0.174803,0.017333,-0.929931
1456463992.2840 ,0.164549,-0.020263,-0.828368
1456463992.3030 ,0.152831,-0.031981,-0.845946
1456463992.3230 ,0.138671,0.016845,-0.885986
1456463992.3440 ,0.131347,0.034911,-0.861571
1456463992.3640 ,0.104491,0.014404,-0.828857
1456463992.3830 ,0.104004,-0.011474,-0.775634
1456463992.4030 ,0.119629,-0.067138,-0.746337
1456463992.4240 ,0.127928,-0.104248,-0.739013
1456463992.4440 ,0.11914,-0.137451,-0.751219
1456463992.4630 ,0.124511,-0.107665,-0.798583
1456463992.4830 ,0.068847,-0.095947,-0.834715
1456463992.5030 ,0.109375,-0.13208,-0.865478
1456463992.5230 ,0.155761,-0.166259,-0.89624
1456463992.5440 ,0.148437,-0.181884,-0.885986
1456463992.5640 ,0.124511,-0.199462,-0.876708
1456463992.5840 ,0.12207,-0.198973,-0.868895
1456463992.6030 ,0.105468,-0.191161,-0.901122
1456463992.6230 ,0.129394,-0.200439,-0.972412
1456463992.6440 ,0.130371,-0.203856,-0.988037
1456463992.6630 ,0.123046,-0.213623,-0.9729
1456463992.6830 ,0.08789,-0.220458,-0.945067
1456463992.7040 ,0.078612,-0.236572,-0.920166
1456463992.7230 ,0.078612,-0.260009,-0.937743
1456463992.7430 ,0.06787,-0.273193,-0.995361
1456463992.7640 ,0.092284,-0.215087,-1.049071
1456463992.7840 ,0.103027,-0.206786,-1.078368
1456463992.8030 ,0.070799,-0.211182,-1.059813
1456463992.8230 ,0.052733,-0.223388,-1.051025
1456463992.8430 ,0.114258,-0.187256,-1.216063
1456463992.8630 ,0.173339,-0.119873,-1.423584
1456463992.8830 ,0.221191,0.055419,-1.489989
1456463992.9030 ,0.219237,0.156006,-1.408934
1456463992.9240 ,0.11328,0.087646,-1.238037
1456463992.9430 ,0.069824,0.024169,-1.079345
1456463992.9630 ,0.055174,-0.000731,-1.00122
1456463992.9830 ,0.067383,-0.039305,-1.007567
1456463993.0030 ,0.109862,-0.032958,-1.072508
1456463993.0230 ,0.121581,-0.027099,-1.078857
1456463993.0430 ,0.073241,-0.020263,-1.007079
1456463993.0640 ,0.062011,-0.008055,-0.901611
1456463993.0840 ,0.039549,-0.06665,-0.798583
1456463993.1040 ,0.006347,-0.09204,-0.720946
1456463993.1240 ,0.023437,-0.130127,-0.692626
1456463993.1440 ,0.037108,-0.134521,-0.717041
1456463993.1630 ,0.052245,-0.134032,-0.757079
1456463993.1840 ,0.044921,-0.141356,-0.78784
1456463993.2040 ,0.034667,-0.130614,-0.821045
1456463993.2240 ,0.011229,-0.148193,-0.808836
1456463993.2440 ,-0.007812,-0.150146,-0.82788
1456463993.2640 ,-0.011229,-0.176025,-0.873291
1456463993.2840 ,0.015136,-0.182373,-0.92749
1456463993.3040 ,0.030761,-0.20581,-0.935302
1456463993.3240 ,0.008788,-0.202392,-0.927978
1456463993.3430 ,0.014648,-0.200926,-0.956787
1456463993.3630 ,-0.001464,-0.207275,-0.951416
1456463993.3830 ,-0.002928,-0.215576,-0.960204
1456463993.4030 ,-0.016601,-0.200926,-0.945556
1456463993.4230 ,-0.026366,-0.214598,-1.00952
1456463993.4430 ,0.018066,-0.220458,-1.064696
1456463993.4630 ,0.055174,-0.214598,-1.108641
1456463993.4830 ,0.108886,-0.218994,-1.173584
1456463993.5030 ,0.177246,-0.216551,-1.277588
1456463993.5230 ,0.229979,-0.204833,-1.355713
1456463993.5430 ,0.25,-0.160888,-1.44751
1456463993.5630 ,0.218261,-0.051513,-1.454834
1456463993.5830 ,0.166991,0.02954,-1.453368
1456463993.6030 ,0.131347,0.112548,-1.359129
1456463993.6230 ,0.14453,0.129638,-1.233154
1456463993.6430 ,0.227538,0.055907,-1.112548
1456463993.6640 ,0.290526,0.019286,-1.00415
1456463993.6840 ,0.295409,-0.015381,-0.987548
1456463993.7040 ,0.210937,-0.040771,-0.906982
1456463993.7230 ,0.142578,-0.019775,-0.825927
1456463993.7440 ,0.070799,-0.038818,-0.73706
1456463993.7640 ,0.045898,-0.062743,-0.660399
1456463993.7830 ,0.057129,-0.110106,-0.56909
1456463993.8030 ,0.038574,-0.156981,-0.508056
1456463993.8230 ,0.045409,-0.177002,-0.513914
1456463993.8430 ,0.069335,-0.193114,-0.561278
1456463993.8630 ,0.093261,-0.221922,-0.646728
1456463993.8830 ,0.11914,-0.218506,-0.733153
1456463993.9030 ,0.131835,-0.195068,-0.860107
1456463993.9230 ,0.132812,-0.178466,-0.993895
1456463993.9440 ,0.131347,-0.155028,-1.064207
1456463993.9640 ,0.138671,-0.161864,-1.105713
1456463993.9840 ,0.123046,-0.197509,-1.102294
1456463994.0030 ,0.096191,-0.213623,-1.052489
1456463994.0240 ,0.065428,-0.231201,-0.984618
1456463994.0440 ,0.047851,-0.248778,-0.946044
1456463994.0640 ,0.037597,-0.278076,-0.911865
1456463994.0860 ,0.037597,-0.26538,-0.980224
1456463994.1040 ,0.079589,-0.244384,-1.073486
1456463994.1230 ,0.058593,-0.21704,-1.089599
1456463994.1440 ,0.015136,-0.211669,-1.059325
1456463994.1640 ,-0.007812,-0.17456,-1.032957
1456463994.1840 ,0.02246,-0.11206,-1.256591
1456463994.2030 ,0.078612,-0.025146,-1.53247
1456463994.2230 ,0.106934,0.125243,-1.609618
1456463994.2440 ,0.088866,0.210693,-1.460692
1456463994.2630 ,0.055174,0.087646,-1.215088
1456463994.2840 ,0.071288,0.035888,-1.141845
1456463994.3030 ,0.112303,-0.002684,-1.149169
1456463994.3230 ,0.147949,0.011962,-1.12622
1456463994.3440 ,0.117187,-0.039305,-0.977294
1456463994.3640 ,0.097167,-0.054443,-0.832763
1456463994.3840 ,0.048828,-0.090087,-0.70874
1456463994.4040 ,0.000976,-0.114013,-0.63745
1456463994.4240 ,0.006347,-0.137939,-0.625732
1456463994.4430 ,0.018066,-0.154051,-0.608642
1456463994.4640 ,0.011718,-0.198485,-0.626708
1456463994.4850 ,0.002928,-0.201903,-0.670166
1456463994.5070 ,0.020508,-0.210204,-0.775145
1456463994.5240 ,0.027343,-0.18579,-0.907471
1456463994.5440 ,0.010741,-0.169189,-1.014404
1456463994.5630 ,-0.003417,-0.176025,-0.996825
1456463994.5840 ,-0.03125,-0.208252,-0.992431
1456463994.6030 ,-0.01953,-0.255615,-0.965086
1456463994.6240 ,-0.026366,-0.270263,-0.935302
1456463994.6430 ,-0.037108,-0.277098,-0.926024
1456463994.6640 ,-0.041015,-0.285888,-0.932372
1456463994.6830 ,-0.041504,-0.270263,-0.958251
1456463994.7040 ,-0.034178,-0.266845,-0.97827
1456463994.7240 ,-0.015136,-0.263428,-0.991454
1456463994.7430 ,0.010741,-0.253661,-1.068603
1456463994.7640 ,0.08496,-0.213134,-1.156005
1456463994.7840 ,0.092284,-0.218506,-1.177001
1456463994.8050 ,0.105468,-0.222411,-1.217529
1456463994.8240 ,0.180663,-0.215576,-1.319091
1456463994.8430 ,0.240233,-0.163329,-1.428955
1456463994.8630 ,0.20703,-0.018798,-1.527587
1456463994.8830 ,0.145996,0.115477,-1.450438
1456463994.9040 ,0.082519,0.181884,-1.326904
1456463994.9240 ,0.078125,0.122801,-1.170165
1456463994.9430 ,0.142089,0.053955,-1.086181
1456463994.9640 ,0.170898,-0.012939,-1.052978
1456463994.9840 ,0.129394,-0.085205,-0.911865
1456463995.0040 ,0.089354,-0.134032,-0.805908
1456463995.0230 ,0.043457,-0.152099,-0.689696
1456463995.0440 ,0.016601,-0.147704,-0.620848
1456463995.0640 ,-0.004394,-0.142822,-0.591552
1456463995.0840 ,-0.006835,-0.162841,-0.592041
1456463995.1040 ,0.007812,-0.20581,-0.570556
1456463995.1230 ,0.041504,-0.23413,-0.60327
1456463995.1440 ,0.047362,-0.247314,-0.652587
1456463995.1640 ,0.072754,-0.247314,-0.76831
1456463995.1840 ,0.086913,-0.227294,-0.866942
1456463995.2030 ,0.087402,-0.201415,-0.968993
1456463995.2230 ,0.089843,-0.199462,-0.985107
1456463995.2440 ,0.073729,-0.221922,-0.997313
1456463995.2640 ,0.068358,-0.233642,-0.983641
1456463995.2830 ,0.062987,-0.249755,-0.974853
1456463995.3030 ,0.046875,-0.260985,-0.933836
1456463995.3230 ,0.041015,-0.288329,-0.897217
1456463995.3430 ,0.0083,-0.280028,-0.870361
1456463995.3640 ,0.023924,-0.283935,-0.932372
1456463995.3840 ,0.050292,-0.261473,-1.02124
1456463995.4040 ,0.043457,-0.219481,-1.090088
1456463995.4240 ,0.001953,-0.211182,-1.048582
1456463995.4440 ,0.025879,-0.192627,-1.029541
1456463995.4630 ,0.064941,-0.204345,-1.260497
1456463995.4830 ,0.153809,-0.068602,-1.59204
1456463995.5030 ,0.180174,0.063231,-1.689208
1456463995.5230 ,0.115722,0.124756,-1.502197
1456463995.5440 ,0.035644,0.028076,-1.263427
1456463995.5640 ,0.035155,-0.050048,-1.147704
1456463995.5840 ,0.085937,-0.087157,-1.134521
1456463995.6040 ,0.097655,-0.087157,-1.127196
1456463995.6240 ,0.085449,-0.074462,-1.014404
1456463995.6430 ,0.087402,-0.076415,-0.92749
1456463995.6630 ,0.029784,-0.096436,-0.795166
1456463995.6840 ,0.010741,-0.093993,-0.697509
1456463995.7040 ,-0.010741,-0.11206,-0.63745
1456463995.7230 ,-0.000976,-0.148193,-0.619873
1456463995.7430 ,-0.000487,-0.173095,-0.607177
1456463995.7640 ,-0.004883,-0.18579,-0.650145
1456463995.7840 ,0.025879,-0.172119,-0.758056
1456463995.8030 ,0.009277,-0.156494,-0.847899
1456463995.8230 ,-0.02539,-0.15747,-0.944579
1456463995.8440 ,-0.010741,-0.156006,-0.947509
1456463995.8630 ,-0.006835,-0.201415,-0.945556
1456463995.8830 ,-0.002928,-0.241454,-0.940673
1456463995.9040 ,0.021972,-0.259521,-0.938232
1456463995.9230 ,0.02539,-0.257079,-0.945556
1456463995.9440 ,0.033203,-0.27661,-0.947509
1456463995.9640 ,0.029296,-0.284422,-0.927978
1456463995.9840 ,0.007812,-0.290282,-0.91577
1456463996.0040 ,-0.0083,-0.292235,-0.927001
1456463996.0240 ,0.016601,-0.286865,-0.991454
1456463996.0440 ,0.086913,-0.266845,-1.103271
1456463996.0630 ,0.15332,-0.240966,-1.215088
1456463996.0830 ,0.188475,-0.234619,-1.313232
1456463996.1040 ,0.243163,-0.212646,-1.406981
1456463996.1240 ,0.251952,-0.155517,-1.472411
1456463996.1430 ,0.229492,-0.042724,-1.510985
1456463996.1630 ,0.171875,0.030029,-1.489989
1456463996.1830 ,0.084472,0.120849,-1.326904
1456463996.2040 ,0.123534,0.089599,-1.182372
1456463996.2240 ,0.186523,0.030517,-1.104247
1456463996.2440 ,0.22168,-0.02368,-1.090088
1456463996.2640 ,0.182616,-0.047606,-0.992431
1456463996.2830 ,0.124511,-0.114502,-0.807372
1456463996.3040 ,0.070799,-0.15454,-0.641844
1456463996.3230 ,0.043457,-0.156981,-0.579833
1456463996.3430 ,0.025879,-0.176025,-0.558837
1456463996.3640 ,0.049316,-0.172119,-0.584715
1456463996.3840 ,0.043945,-0.213134,-0.55249
1456463996.4030 ,0.042479,-0.227294,-0.572998
1456463996.4230 ,0.051269,-0.253661,-0.645263
1456463996.4440 ,0.057616,-0.233153,-0.721435
1456463996.4640 ,0.058593,-0.200926,-0.834228
1456463996.4830 ,0.079589,-0.183837,-0.930908
1456463996.5040 ,0.082519,-0.178466,-1.000243
1456463996.5230 ,0.101562,-0.185301,-1.014404
1456463996.5430 ,0.091307,-0.218017,-1.052489
1456463996.5640 ,0.097655,-0.238525,-1.024169
1456463996.5840 ,0.08496,-0.260985,-0.960204
1456463996.6040 ,0.064453,-0.290771,-0.917724
1456463996.6240 ,0.058104,-0.312744,-0.928467
1456463996.6440 ,0.074706,-0.291259,-0.963134
1456463996.6640 ,0.064941,-0.273193,-0.994384
1456463996.6840 ,0.062987,-0.26538,-1.023192
1456463996.7030 ,0.047362,-0.256591,-0.995849
1456463996.7230 ,0.01953,-0.206297,-1.014891
1456463996.7430 ,0.102049,-0.168212,-1.278563
1456463996.7640 ,0.189453,0.004638,-1.591064
1456463996.7840 ,0.188964,0.134032,-1.630127
1456463996.8030 ,0.122559,0.137939,-1.462646
1456463996.8240 ,0.104491,0.040771,-1.21997
1456463996.8440 ,0.11914,-0.009521,-1.130614
1456463996.8640 ,0.148437,-0.036377,-1.108154
1456463996.8830 ,0.177733,-0.06958,-1.082762
1456463996.9040 ,0.136229,-0.090087,-0.954832
1456463996.9240 ,0.114746,-0.091064,-0.848387
1456463996.9440 ,0.046386,-0.102294,-0.728759
1456463996.9630 ,0.004394,-0.117919,-0.642821
1456463996.9840 ,-0.004394,-0.124756,-0.614013
1456463997.0030 ,-0.020995,-0.164794,-0.602782
1456463997.0240 ,-0.015625,-0.206786,-0.620848
1456463997.0440 ,0.014648,-0.211182,-0.686766
1456463997.0640 ,0.044432,-0.224852,-0.804442
1456463997.0840 ,0.047362,-0.203856,-0.956298
1456463997.1040 ,0.048339,-0.192627,-1.024658
1456463997.1240 ,0.044432,-0.195557,-1.013427
1456463997.1440 ,0.020995,-0.246337,-0.949461
1456463997.1630 ,0.029296,-0.271727,-0.94995
1456463997.1860 ,0.009765,-0.260009,-0.983154
1456463997.2040 ,0.007324,-0.235595,-0.985595
1456463997.2240 ,-0.001464,-0.25122,-0.969482
1456463997.2440 ,-0.003905,-0.247801,-0.957762
1456463997.2640 ,-0.021483,-0.230223,-0.956787
1456463997.2840 ,-0.010741,-0.218017,-0.985107
1456463997.3040 ,0.03125,-0.224852,-1.036376
1456463997.3240 ,0.070312,-0.229248,-1.079345
1456463997.3440 ,0.114746,-0.228759,-1.129637
1456463997.3630 ,0.193847,-0.210693,-1.245849
1456463997.3830 ,0.216308,-0.155028,-1.392822
1456463997.4030 ,0.196776,-0.059814,-1.46997
1456463997.4250 ,0.144042,0.040282,-1.439697
1456463997.4440 ,0.05078,0.09204,-1.343017
1456463997.4640 ,0.074706,0.108642,-1.223876
1456463997.4840 ,0.151854,0.071044,-1.141357
1456463997.5040 ,0.195312,0.031493,-1.114501
1456463997.5240 ,0.181151,-0.022216,-1.0354
1456463997.5430 ,0.140625,-0.070068,-0.948974
1456463997.5640 ,0.079101,-0.105224,-0.816162
1456463997.5830 ,0.049803,-0.099852,-0.753173
1456463997.6040 ,0.029784,-0.120849,-0.698486
1456463997.6240 ,0.042968,-0.145752,-0.630126
1456463997.6430 ,0.047362,-0.184326,-0.60913
1456463997.6640 ,0.058104,-0.210693,-0.625732
1456463997.6850 ,0.067383,-0.23413,-0.661865
1456463997.7050 ,0.077636,-0.21411,-0.745361
1456463997.7240 ,0.086913,-0.164794,-0.851806
1456463997.7430 ,0.093261,-0.140381,-0.921141
1456463997.7640 ,0.103027,-0.125731,-0.991942
1456463997.7830 ,0.104491,-0.134521,-0.990478
1456463997.8040 ,0.09082,-0.167724,-0.973387
1456463997.8240 ,0.103027,-0.177977,-0.963134
1456463997.8430 ,0.111328,-0.224364,-0.942626
1456463997.8630 ,0.085937,-0.240966,-0.911865
1456463997.8840 ,0.072265,-0.277587,-0.886961
1456463997.9060 ,0.053222,-0.281494,-0.88745
1456463997.9230 ,0.027343,-0.27124,-0.967529
1456463997.9430 ,0.011718,-0.247314,-1.010009
1456463997.9630 ,-0.038574,-0.179443,-1.033446
1456463997.9830 ,-0.048339,-0.181396,-1.024658
1456463998.0030 ,0.023924,-0.174072,-1.169677
1456463998.0240 ,0.112303,-0.095947,-1.568603
1456463998.0430 ,0.132812,0.114989,-1.668701
1456463998.0640 ,0.068358,0.178954,-1.529052
1456463998.0840 ,-0.03125,0.095458,-1.241455
1456463998.1040 ,0.045898,0.016356,-1.103271
1456463998.1230 ,0.090331,-0.040282,-1.123779
1456463998.1430 ,0.136718,-0.048095,-1.096923
1456463998.1640 ,0.118652,-0.097411,-0.989012
1456463998.1830 ,0.074218,-0.107176,-0.82495
1456463998.2040 ,0.036133,-0.12036,-0.738524
1456463998.2240 ,0,-0.115966,-0.685791
1456463998.2430 ,-0.019042,-0.130614,-0.653075
1456463998.2630 ,-0.023924,-0.139892,-0.657958
1456463998.2830 ,-0.022949,-0.168212,-0.675537
1456463998.3030 ,-0.007812,-0.175536,-0.765869
1456463998.3240 ,-0.007324,-0.171142,-0.894287
1456463998.3440 ,0.02246,-0.139403,-0.996825
1456463998.3640 ,0.001953,-0.155028,-1.010009
1456463998.3840 ,-0.020019,-0.161864,-0.980224
1456463998.4030 ,-0.048339,-0.203856,-0.906982
1456463998.4230 ,-0.032226,-0.233153,-0.892821
1456463998.4430 ,-0.03125,-0.242919,-0.907958
1456463998.4630 ,-0.046875,-0.253661,-0.900145
1456463998.4830 ,-0.049316,-0.246826,-0.926024
1456463998.5030 ,-0.064453,-0.243896,-0.934813
1456463998.5240 ,-0.075682,-0.223877,-0.943115
1456463998.5440 ,-0.052733,-0.224852,-0.950927
1456463998.5630 ,-0.0083,-0.208739,-0.974365
1456463998.5830 ,0.021972,-0.184814,-0.976806
1456463998.6040 ,0.063964,-0.183349,-1.044188
1456463998.6240 ,0.09912,-0.211669,-1.077391
1456463998.6440 ,0.142089,-0.208739,-1.127196
1456463998.6640 ,0.257812,-0.180907,-1.360595
1456463998.6850 ,0.277343,-0.068114,-1.617919
1456463998.7030 ,0.21289,0.030029,-1.648193
1456463998.7240 ,0.061523,0.135009,-1.525635
1456463998.7440 ,0.018066,0.097411,-1.322508
1456463998.7640 ,0.111816,0.052489,-1.15454
1456463998.7830 ,0.187987,0.012451,-1.091552
1456463998.8040 ,0.245117,-0.014892,-1.056883
1456463998.8240 ,0.192382,-0.080811,-0.951416
1456463998.8440 ,0.091796,-0.125731,-0.829346
1456463998.8640 ,0.026366,-0.093017,-0.763427
1456463998.8830 ,-0.024413,-0.073485,-0.71167
1456463998.9030 ,-0.034178,-0.079833,-0.682372
1456463998.9230 ,-0.012695,-0.127197,-0.6687
1456463998.9440 ,0.009277,-0.142822,-0.673583
1456463998.9640 ,0.033691,-0.176025,-0.67456
1456463998.9840 ,0.077148,-0.21411,-0.711181
1456463999.0040 ,0.088866,-0.20581,-0.762939
1456463999.0230 ,0.08496,-0.198973,-0.828857
1456463999.0430 ,0.090331,-0.196532,-0.887939
1456463999.0630 ,0.115233,-0.196532,-0.911865
1456463999.0840 ,0.103515,-0.203856,-0.941162
1456463999.1040 ,0.101074,-0.206297,-0.959717
1456463999.1230 ,0.098633,-0.23413,-0.950927
1456463999.1430 ,0.085937,-0.247801,-0.971435
1456463999.1630 ,0.061523,-0.238036,-0.961669
1456463999.1830 ,0.05078,-0.275146,-0.942626
1456463999.2030 ,0.061034,-0.267333,-0.953857
1456463999.2240 ,0.080078,-0.283935,-1.031493
1456463999.2440 ,0.068358,-0.267822,-1.051025
1456463999.2640 ,0.05078,-0.243896,-1.058838
